Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Valor Imposto Cobrado (sumarizado);Zona Uso ITBI;Data Inclusao Transacao
RUA UNIVERSO 1140 - BLOCO 1 APT 201 - COPACABANA - 31540-550 - BELO HORIZONTE - MG;COPACABANA;1998;720;49,75;49,75;P3;0,066365;AP;RESIDENCIAL;137489,1;4124,67;ZAR2;08/09/2021
RUA ZODIACO 750 - APT 502 - SANTA LUCIA - 30360-430 - BELO HORIZONTE - MG;SANTA LUCIA;1980;794;197,95;197,95;P3;0,0764;AP;RESIDENCIAL;745000;22350;ZAR1;08/09/2021
RUA RECY SOUZA PAIVA 311 - APT 101 - ITAPOA - 31710-600 - BELO HORIZONTE - MG;ITAPOA;2020;720;138,37;138,37;P4;0,089097;AP;RESIDENCIAL;660000;19800;ZAP;08/09/2021
RUA CACUERA 735 - APT 204 - JARAGUA - 31270-350 - BELO HORIZONTE - MG;JARAGUA;2014;720;180,18;180,18;P4;0,060796;AP;RESIDENCIAL;710000;21300;ZAP;08/09/2021
RUA PAULO PIEDADE CAMPOS 15 - BLOCO 01 APT 1401 - ESTORIL - 30494-225 - BELO HORIZONTE - MG;ESTORIL;2013;8062,47;164,56;164,56;P5;0,00794;AP;RESIDENCIAL;798000;23940;ZAR2;08/09/2021
RUA PAULO PIEDADE CAMPOS 15 - GARAGE 106 - ESTORIL - 30494-225 - BELO HORIZONTE - MG;ESTORIL;2013;8062,47;7,88;7,88;P5;0,00038;VR;RESIDENCIAL;21140,02;634,2;ZAR2;08/09/2021
RUA ZODIACO 399 - SALA 401 - SANTA LUCIA - 30360-430 - BELO HORIZONTE - MG;SANTA LUCIA;2020;2162;170,55;341,1;P3;0,03648;SL;NAO RESIDENCIAL;2103000;126180;ZAR1;08/09/2021
RUA DAS CANOAS 1111 - APT 302 - CINQUENTENARIO - 30570-068 - BELO HORIZONTE - MG;CINQUENTENARIO;2015;870;105,11;105,11;P3;0,061369;AP;RESIDENCIAL;345811,9;10374,35;ZAR2;08/09/2021
RUA DOS GUAJAJARAS 1172 - APT 1408 - LOURDES - 30180-108 - BELO HORIZONTE - MG;LOURDES;2004;500,5;40,83;40,83;P3;0,009511;AP;RESIDENCIAL;190000;5700;ZHIP;08/09/2021
RUA MONTE ALEGRE 40 - APT 302 - SERRA - 30240-230 - BELO HORIZONTE - MG;SERRA;1976;396;106,95;106,95;P3;0,1366;AP;RESIDENCIAL;500000;15000;ZA;08/09/2021
RUA MARIANITA 115 - BLOCO B5 APT 301 - ALIPIO DE MELO - 30830-520 - BELO HORIZONTE - MG;ALIPIO DE MELO;1979;20260;51;51;P3;0,005312;AP;RESIDENCIAL;140000;4200;ZAR2;08/09/2021
AVE PORTUGAL 4111 - BLOCO 2 ANDAR CASA 1 - ITAPOA - 31710-400 - BELO HORIZONTE - MG;ITAPOA;1982;1000;79;79;P3;0,02419;AP;RESIDENCIAL;276000;8280;ZAP;08/09/2021
RUA ZIRCONIO 421 - APT 402 - CAMARGOS - 30520-170 - BELO HORIZONTE - MG;CAMARGOS;2012;374;82,88;82,88;P3;0,20018;AP;RESIDENCIAL;477181,6;14315,44;ZAR2;08/09/2021
RUA ZELIA 183 - APT 202 BLOCO 3 - PIRATININGA - 31573-550 - BELO HORIZONTE - MG;PIRATININGA;2010;3330,19;49,8;49,8;P3;0,015807;AP;RESIDENCIAL;159999,25;4799,97;ZAR2;08/09/2021
RUA PADRE EUSTAQUIO 1637 - LOJA 02 - CARLOS PRATES - 30710-580 - BELO HORIZONTE - MG;CARLOS PRATES;2018;2437,5;106,09;106,09;P4;0,01228;LJ;NAO RESIDENCIAL;565000;16950;ZA;08/09/2021
RUA PADRE EUSTAQUIO 1635 - LOJA 01 - CARLOS PRATES - 30710-580 - BELO HORIZONTE - MG;CARLOS PRATES;2018;2437,5;107,17;107,17;P4;0,012405;LJ;NAO RESIDENCIAL;500000;15000;ZA;08/09/2021
RUA PADRE EUSTAQUIO 1639 - APT 304 BLOCO 1 - CARLOS PRATES - 30710-580 - BELO HORIZONTE - MG;CARLOS PRATES;2018;2437,5;101,16;101,16;P3;0,01171;AP;RESIDENCIAL;328929,46;9867,88;ZA;08/09/2021
RUA PADRE EUSTAQUIO 1639 - APT 303 BLOCO 1 - CARLOS PRATES - 30710-580 - BELO HORIZONTE - MG;CARLOS PRATES;2018;2437,5;101,16;101,16;P3;0,01171;AP;RESIDENCIAL;328929,46;9867,88;ZA;08/09/2021
RUA CASTELO DE ABRANTES 210 - APT 203 - CASTELO - 31330-020 - BELO HORIZONTE - MG;CASTELO;2005;420;92,54;92,54;P3;0,07582;AP;RESIDENCIAL;315000;9450;ZAR2;08/09/2021
RUA SANTA CATARINA 1354 - LOJA 2 - LOURDES - 30170-088 - BELO HORIZONTE - MG;LOURDES;1990;392;165,02;165,02;P3;0,07476;LJ;NAO RESIDENCIAL;827740,32;24832,2;ZCBH;08/09/2021
RUA DOUTOR THOMAZ MUZZI 100 - APT 503 - CALAFATE - 30411-273 - BELO HORIZONTE - MG;CALAFATE;2016;1887,52;156,74;156,74;P4;0,016111;AP;RESIDENCIAL;600000;18000;ZAP;08/09/2021
RUA SAO SEBASTIAO DO PARAISO 113 - CASA 1 - ITAPOA - 31710-080 - BELO HORIZONTE - MG;ITAPOA;2008;300;133,65;133,65;P3;0,5;CA;RESIDENCIAL;620000;18600;ZAP;08/09/2021
RUA LEVINDO LOPES 105 - BLOCO A APT 33 - SAVASSI - 30140-171 - BELO HORIZONTE - MG;SAVASSI;1960;1800;137,6;137,6;P3;0,037039;AP;RESIDENCIAL;840000;25200;ZCBH;08/09/2021
RUA PROFESSOR MORAES 210 - BLOCO B APT 604 - SAVASSI - 30150-370 - BELO HORIZONTE - MG;SAVASSI;1997;2224,36;143,77;143,77;P3;0,0076;AP;RESIDENCIAL;685437,85;20563,13;ZCBH;08/09/2021
RUA FLOR DE ESPARODIA 51 - APT 1203 BLOCO 2 - OURO PRETO - 31340-050 - BELO HORIZONTE - MG;OURO PRETO;2013;6720;116;116;P4;0,010598;AP;RESIDENCIAL;550000;16500;ZAR2;08/09/2021
RUA ORIENTE 840 - APT 301 - SERRA - 30220-270 - BELO HORIZONTE - MG;SERRA;2021;406;140,1;140,1;P3;0,10025;AP;RESIDENCIAL;870000;26100;ZA;08/09/2021
RUA ORIENTE 840 - APT 701 - SERRA - 30220-270 - BELO HORIZONTE - MG;SERRA;2021;406;183,61;183,61;P3;0,13138;AP;RESIDENCIAL;1200000;36000;ZA;08/09/2021
AVE CORONEL JOSE DIAS BICALHO 1018 - APT 301 - SAO LUIZ - 31275-050 - BELO HORIZONTE - MG;SAO LUIZ;1977;408;136;136;P3;0,166666;AP;RESIDENCIAL;440000;13200;ZP2;08/09/2021
RUA FLOR DE GUAMBE 31 - APT 701 BLOCO 2 - UNIAO - 31160-290 - BELO HORIZONTE - MG;UNIAO;2006;2869;78,94;78,94;P3;0,012415;AP;RESIDENCIAL;375000;11250;ZAP;08/09/2021
RUA JOAO ANTONIO AZEREDO 454 - APT 701 - BELVEDERE - 30320-610 - BELO HORIZONTE - MG;BELVEDERE;1999;5280;818,04;818,04;P5;0,048544;AP;RESIDENCIAL;7000000;210000;ZP3;08/09/2021
RUA MAGNESIO 168 - APT 302 BLOCO 9 - JONAS VEIGA - 30285-532 - BELO HORIZONTE - MG;JONAS VEIGA;2014;13987,44;47,04;94,08;P3;0,00365;AP;RESIDENCIAL;148176;8890,56;ZAR2;08/09/2021
RUA DIORITA 243 - PRADO - 30411-084 - BELO HORIZONTE - MG;PRADO;1973;374;135;270;P3;0,4962;CA;RESIDENCIAL;408907,8;49068,92;ZA;08/09/2021
RUA CENTAURO 720 - APT 301 - SANTA LUCIA - 30360-310 - BELO HORIZONTE - MG;SANTA LUCIA;1981;898;255;255;P3;0,070826;AP;RESIDENCIAL;873000;26190;ZAR1;08/09/2021
RUA CUBATAO 185 - APT 201 - RENASCENCA - 31130-630 - BELO HORIZONTE - MG;RENASCENCA;2021;300;97,66;97,66;P3;0,12473;AP;RESIDENCIAL;440000;13200;ZAP;08/09/2021
RUA TOMAZ GONZAGA 656 - APT 201 - LOURDES - 30180-143 - BELO HORIZONTE - MG;LOURDES;1973;504;173,38;173,38;P3;0,147437;AP;RESIDENCIAL;780000;23400;ZCBH;08/09/2021
RUA PROFESSOR BARONI 174 - APT 802 - GUTIERREZ - 30441-180 - BELO HORIZONTE - MG;GUTIERREZ;2002;1191;137,09;137,09;P4;0,040311;AP;RESIDENCIAL;498185,06;14945,55;ZA;08/09/2021
RUA PLAZA MAYOR 50 - APT 103 BLOCO 37 - CALIFORNIA - 30855-184 - BELO HORIZONTE - MG;CALIFORNIA;2016;42405,44;48,73;48,73;P3;0,001278;AP;RESIDENCIAL;192315,02;5769,45;ZE;08/09/2021
RUA ALGA VERMELHA 120 - APT 304 BLOCO 1 - JARDIM GUANABARA - 31742-260 - BELO HORIZONTE - MG;JARDIM GUANABARA;2015;15510;72,78;72,78;P3;0,002363;AP;RESIDENCIAL;270000;8100;ZAP;08/09/2021
RUA MARTIM FRANCISCO 602 - ANDAR APT 401 - GUTIERREZ - 30441-127 - BELO HORIZONTE - MG;GUTIERREZ;1985;434;141;141;P3;0,083333;AP;RESIDENCIAL;400000;12000;ZA;08/09/2021
AVE MAGENTA 250 - APT 102 BLOCO 10 - VITORIA - 31970-745 - BELO HORIZONTE - MG;VITORIA;2010;14843,99;78;78;P3;0,006188;AP;RESIDENCIAL;170388,24;5111,64;ZAR2;09/09/2021
AVE PRESIDENTE 1110 - APT 401 - COPACABANA - 31550-100 - BELO HORIZONTE - MG;COPACABANA;2016;1127,9;79,27;79,27;P3;0,04577;AP;RESIDENCIAL;260798,3;7823,94;ZAR2;09/09/2021
AVE PRESIDENTE 1110 - APT 503 - COPACABANA - 31550-100 - BELO HORIZONTE - MG;COPACABANA;2016;1127,9;123,23;123,23;P3;0,07115;AP;RESIDENCIAL;405426,7;12162,8;ZAR2;09/09/2021
PCA JORNALISTA CICI SANTOS 17 - APT 404 BLOCO 02 - CASTELO - 31330-296 - BELO HORIZONTE - MG;CASTELO;2013;7654,19;78,04;78,04;P3;0,004235;AP;RESIDENCIAL;271272,96;8138,18;ZAR2;09/09/2021
RUA ALTINOPOLIS 550 - APT 301 - PIRATININGA - 31573-080 - BELO HORIZONTE - MG;PIRATININGA;2021;1080;44,16;44,16;P3;0,03721;AP;RESIDENCIAL;189000;5670;ZAP;09/09/2021
RUA ANTONIO DE ALBUQUERQUE 894 - APT 1501 - SAVASSI - 30112-011 - BELO HORIZONTE - MG;SAVASSI;2018;3130,25;79,49;79,49;P5;0,00463;AP;RESIDENCIAL;598000;17940;ZCBH;09/09/2021
RUA ANTONIO DE ALBUQUERQUE 894 - APT 1502 - SAVASSI - 30112-011 - BELO HORIZONTE - MG;SAVASSI;2018;3130,25;42,58;42,58;P5;0,00248;AP;RESIDENCIAL;302000;9060;ZCBH;09/09/2021
RUA BLENDA 251 - APT 302- PAV 3º- BLOCO 23 - CAMARGOS - 30520-240 - BELO HORIZONTE - MG;CAMARGOS;2015;39198,41;50,37;50,37;P3;0,001321;AP;RESIDENCIAL;165717,3;4971,51;ZAR2;09/09/2021
RUA BRANCA - VITORIA - 31970-685 - BELO HORIZONTE - MG;VITORIA;0;243,7;0;0;TE;1;LV;TERRITORIAL;139932,54;29385,79;ZAR2;09/09/2021
RUA CARMELITA FARIA GAROFALO 30 - APT 103 - PALMARES - 31155-760 - BELO HORIZONTE - MG;PALMARES;2001;423;88,46;88,46;P3;0,076007;AP;RESIDENCIAL;270899,9;8126,99;ZAP;09/09/2021
RUA DA SUCUPIRA 132 - APT 304 BLOCO 5 - JULIANA - 31744-530 - BELO HORIZONTE - MG;JULIANA;2006;3456;46,98;46,98;P2;0,007246;AP;RESIDENCIAL;160000;4800;ZAP;09/09/2021
RUA DOS BEM TE VIS 320 - CASA 06 - VILA CLORIS - 31744-151 - BELO HORIZONTE - MG;VILA CLORIS;2019;360;141,6;141,6;P3;0,197231;CA;RESIDENCIAL;390000;11700;ZAP;09/09/2021
RUA DOS TUMUCUMAQUES 37 - APT 901 BLOCO 1 - SANTA MONICA - 31530-180 - BELO HORIZONTE - MG;SANTA MONICA;2010;4665;87,81;87,81;P3;0,009614;AP;RESIDENCIAL;288894,9;8666,84;ZAP;09/09/2021
RUA EDMON DE SOUSA MELO 33 - BLOCO 32 APT 3 - JOAO PAULO II - 30660-585 - BELO HORIZONTE - MG;JOAO PAULO II;1982;38800;68;68;P2;0,001388;AP;RESIDENCIAL;135128,18;4053,84;ZAP;09/09/2021
RUA ELSON NUNES DE SOUZA 730 - APT 201 BLOCO 2 - CASTELO - 30840-530 - BELO HORIZONTE - MG;CASTELO;2010;2657,6;101,57;101,57;P3;0,013094;AP;RESIDENCIAL;380000;11400;ZAR2;09/09/2021
RUA ENGENHEIRO ZOROASTRO TORRES 35 - APT 301 - SANTO ANTONIO - 30350-260 - BELO HORIZONTE - MG;SANTO ANTONIO;1974;774;171;171;P3;0,090909;AP;RESIDENCIAL;464162,4;13924,87;ZA;09/09/2021
RUA GENTIOS 413 - APT 1001 - CORACAO DE JESUS - 30380-490 - BELO HORIZONTE - MG;CORACAO DE JESUS;2012;2047,83;288,9;288,9;P4;0,033404;AP;RESIDENCIAL;1000000;30000;ZA;09/09/2021
RUA GERALDO VASCONCELLOS 630 - APT 907 - ESTORIL - 30494-100 - BELO HORIZONTE - MG;ESTORIL;2021;2169;54,98;54,98;P3;0,009097;AP;RESIDENCIAL;185654;5569,62;ZAR1;09/09/2021
RUA LEOPOLDINA 120 - APT 501 - SANTO ANTONIO - 30330-230 - BELO HORIZONTE - MG;SANTO ANTONIO;1998;3087,5;149,38;149,38;P4;0,0143;AP;RESIDENCIAL;850000;25500;ZA;09/09/2021
RUA MAURILIO GOMES DA SILVEIRA 106 - BLOCO 3 APT 410 - ARAGUAIA - 30620-110 - BELO HORIZONTE - MG;ARAGUAIA;2003;2165;54,42;54,42;P2;0,020833;AP;RESIDENCIAL;233701,25;7011,03;ZAP;09/09/2021
RUA MOGI DAS CRUZES 68 - CASA 01 - PIRATININGA - 31573-120 - BELO HORIZONTE - MG;PIRATININGA;2021;1080;68,86;68,86;P3;0,05802;CA;RESIDENCIAL;265000;7950;ZAP;09/09/2021
RUA MONTES CLAROS 455 - APT 703 - CARMO - 30310-370 - BELO HORIZONTE - MG;CARMO;2019;840;125,43;125,43;P5;0,044386;AP;RESIDENCIAL;710000;21300;ZA;09/09/2021
RUA MONTESE 965 - APT 602 - SANTA BRANCA - 31565-150 - BELO HORIZONTE - MG;SANTA BRANCA;2006;720;186,14;186,14;P3;0,0666;AP;RESIDENCIAL;615378,84;18461,36;ZAP;09/09/2021
RUA OLYMPIO TEIXEIRA GUIMARAES 25 - APT 1003 - ESTORIL - 30494-380 - BELO HORIZONTE - MG;ESTORIL;2012;1042;150,35;150,35;P3;0,02808;AP;RESIDENCIAL;570000;17100;ZAR1;09/09/2021
RUA OSWALDO BRAGA 135 - SANTA AMELIA - 31560-350 - BELO HORIZONTE - MG;SANTA AMELIA;1984;367;176;176;P3;0,252149;LJ;NAO RESIDENCIAL;268059,33;8041,77;ZAR2;09/09/2021
RUA RIO GRANDE DO NORTE 605 - APT 1001 - FUNCIONARIOS - 30130-131 - BELO HORIZONTE - MG;FUNCIONARIOS;2002;802,8;196,46;196,46;P4;0,039054;AP;RESIDENCIAL;886132,83;26583,98;ZCBH;09/09/2021
RUA SANTA RITA DURAO 84 - APT 604 - FUNCIONARIOS - 30140-110 - BELO HORIZONTE - MG;FUNCIONARIOS;2020;428;102,08;102,08;P3;0,038674;AP;RESIDENCIAL;559398,4;16781,95;ZCBH;09/09/2021
RUA SEBASTIAO FABIANO DIAS 233 - GARAGE 93 2 PAVMTO 1 NIVEL - BELVEDERE - 30320-690 - BELO HORIZONTE - MG;BELVEDERE;2001;4364,38;8,31;8,31;P5;0,00031;VR;RESIDENCIAL;24341,43;730,24;ZP3;09/09/2021
RUA URSULA PAULINO 1321 - APT 708 BLOCO TORRE 1 - ESTRELA DO ORIENTE - 30580-353 - BELO HORIZONTE - MG;ESTRELA DO ORIENTE;2019;22403;125,18;125,18;P3;0,00191;AP;RESIDENCIAL;467885,7;14036,57;ZAP;09/09/2021
RUA SANTA RITA DURAO 84 - APT 803 - FUNCIONARIOS - 30140-110 - BELO HORIZONTE - MG;FUNCIONARIOS;2020;428;71,07;71,07;P3;0,026925;AP;RESIDENCIAL;389463,6;11683,9;ZCBH;09/09/2021
RUA DA SUCUPIRA 132 - APT 502 BLOCO 2 - JULIANA - 31744-530 - BELO HORIZONTE - MG;JULIANA;2006;3456;46,98;46,98;P2;0,007246;AP;RESIDENCIAL;133258,77;3997,76;ZAP;09/09/2021
RUA LAVRAS 150 - APT 1505 - SAO PEDRO - 30330-010 - BELO HORIZONTE - MG;SAO PEDRO;2014;1710;64,74;64,74;P4;0,006195;AC;NAO RESIDENCIAL;253842,52;7615,27;ZA;09/09/2021
RUA UBIRATA 180 - DOM CABRAL - 30535-340 - BELO HORIZONTE - MG;DOM CABRAL;1965;200;174,15;174,15;P3;1;CA;RESIDENCIAL;650000;39000;ZAR2;09/09/2021
RUA LAVRAS 150 - APT 806 - SAO PEDRO - 30330-010 - BELO HORIZONTE - MG;SAO PEDRO;2014;1710;67,94;67,94;P4;0,006501;AC;NAO RESIDENCIAL;266389,57;7991,68;ZA;09/09/2021
RUA CASTILHO 190 - BLOCO 5 CASA 44 - PIRATININGA - 31573-450 - BELO HORIZONTE - MG;PIRATININGA;1999;4200;31,74;31,74;P2;0,013169;CA;RESIDENCIAL;150000;4500;ZAP;09/09/2021
RUA ALESSANDRA SALUM CADAR 960 - CASA 18 BLOCO 18 - BURITIS - 30575-190 - BELO HORIZONTE - MG;BURITIS;2019;17237;247,9;247,9;P5;0,03038;CA;RESIDENCIAL;1650000;49500;ZAR2;09/09/2021
RUA DA PATAGONIA 284 - APT 201 - SION - 30320-080 - BELO HORIZONTE - MG;SION;1991;632;141,83;141,83;P4;0,1087;AP;RESIDENCIAL;442580,52;13277,41;ZA;09/09/2021
RUA RAMALHO ORTIGAO 890 - APT 303 - SANTA BRANCA - 31565-100 - BELO HORIZONTE - MG;SANTA BRANCA;2018;976,5;45,74;45,74;P3;0,040556;AP;RESIDENCIAL;238762,8;7162,88;ZAP;09/09/2021
RUA DOS GUAJAJARAS 712 - APT 101 - CENTRO - 30180-106 - BELO HORIZONTE - MG;CENTRO;1997;560;77,48;77,48;P3;0,015298;AP;RESIDENCIAL;299963,82;8998,91;ZHIP;09/09/2021
RUA DA PATAGONIA 19 - BLOCO II APT 103 - SION - 30320-080 - BELO HORIZONTE - MG;SION;1997;4695,82;188,44;188,44;P4;0,010499;AP;RESIDENCIAL;761755,51;22852,66;ZA;09/09/2021
RUA RIO GRANDE DO SUL 1555 - APT 1002 - SANTO AGOSTINHO - 30170-116 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2020;888;168,19;168,19;P4;0,03065;AP;RESIDENCIAL;1009140;30274,2;ZCBH;09/09/2021
RUA ELI SEABRA FILHO 123 - APT 302 - BURITIS - 30575-740 - BELO HORIZONTE - MG;BURITIS;2000;555;244,88;244,88;P3;0,207006;AP;RESIDENCIAL;720000;21600;ZAR2;09/09/2021
RUA DOS GUAJAJARAS 712 - GARAGE 10 - CENTRO - 30180-106 - BELO HORIZONTE - MG;CENTRO;1997;560;11,04;11,04;P3;0,002179;VR;RESIDENCIAL;42133,06;1263,99;ZHIP;09/09/2021
RUA JOSE CLETO 1811 - BLOCO 3 APT 202 - SANTA CRUZ - 31155-290 - BELO HORIZONTE - MG;SANTA CRUZ;1998;3222;57,18;57,18;P3;0,01302;AP;RESIDENCIAL;191552,27;5746,56;ZAR2;09/09/2021
RUA CONCEICAO DO PARA 1727 - SANTA INES - 31080-020 - BELO HORIZONTE - MG;SANTA INES;1980;390;258,77;258,77;P2;1;CA;RESIDENCIAL;574508,9;17235,26;ZAP;09/09/2021
AVE MIGUEL PERRELA 910 - APT 103 BLOCO 1 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2012;5252,97;83,03;83,03;P4;0,006487;AP;RESIDENCIAL;360000;10800;ZAR2;09/09/2021
RUA BERNARDINO DE LIMA 535 - APT 101 - BARROCA - 30431-072 - BELO HORIZONTE - MG;BARROCA;1968;880;124,28;124,28;P3;0,071428;AP;RESIDENCIAL;420000;12600;ZA;09/09/2021
AVE AMAZONAS 718 - APT 1107 - CENTRO - 30180-006 - BELO HORIZONTE - MG;CENTRO;1960;1057,77;188,92;188,92;P3;0,01068;AP;RESIDENCIAL;544190,64;16325,71;ZHIP;09/09/2021
RUA JAIME PETIT DA SILVA 62 - APT 102 - RIO BRANCO - 31535-270 - BELO HORIZONTE - MG;RIO BRANCO;2019;360;66,35;66,35;P3;0,154088;AP;RESIDENCIAL;267000;8010;ZAR2;09/09/2021
RUA BARAO DE MACAUBAS 192 - APT 301 - SANTO ANTONIO - 30350-090 - BELO HORIZONTE - MG;SANTO ANTONIO;2000;474;141,18;282,36;P4;0,09231;AP;RESIDENCIAL;580000;34800;ZA;09/09/2021
RUA MALAQUITO 189 - PARAISO - 30270-260 - BELO HORIZONTE - MG;PARAISO;1983;360;324;388;P2;1;CA;RESIDENCIAL;528120;31687,2;ZAP;09/09/2021
RUA MARIA HEILBUTH SURETTE 1399 - BLOCO 1 APT 203 - BURITIS - 30575-100 - BELO HORIZONTE - MG;BURITIS;1997;1402;68,57;68,57;P3;0,02761;AP;RESIDENCIAL;248691,41;7460,74;ZAR2;09/09/2021
RUA SANTA RITA DURAO 84 - APT 603 - FUNCIONARIOS - 30140-110 - BELO HORIZONTE - MG;FUNCIONARIOS;2020;428;74,99;74,99;P3;0,028411;AP;RESIDENCIAL;440000;13200;ZCBH;09/09/2021
RUA PEQUIA 42 - APT 501 - SUZANA - 31260-400 - BELO HORIZONTE - MG;SUZANA;2021;689,05;163,9;163,9;P4;0,099348;AP;RESIDENCIAL;549065;16471,95;ZAR2;09/09/2021
RUA BRASILEIRA ARANTES 55 - APT 102 - SANTA BRANCA - 31565-190 - BELO HORIZONTE - MG;SANTA BRANCA;1993;360;116,2;116,2;P3;0,25;AP;RESIDENCIAL;340000;10200;ZAP;09/09/2021
RUA MANILA 90 - APT 1608 BLOCO 2 - HAVAI - 30575-010 - BELO HORIZONTE - MG;HAVAI;2013;26107,4;273,11;273,11;P4;0,005539;AP;RESIDENCIAL;1200000;36000;ZAR2;09/09/2021
RUA RAIMUNDO VIEIRA 15 - APT 403 BLOCO 1 - SANTA TEREZINHA - 31360-210 - BELO HORIZONTE - MG;SANTA TEREZINHA;2007;3662,56;47,84;47,84;P2;0,007143;AP;RESIDENCIAL;150000;4500;ZAP;09/09/2021
RUA PEDRO LUCIO DA SILVA 100 - APT 102 - MINASCAIXA - 31615-130 - BELO HORIZONTE - MG;MINASCAIXA;2005;360;60,91;60,91;P2;0,25;AP;RESIDENCIAL;230000;6900;ZAR2;09/09/2021
RUA HELENA ABDALLA 25 - APT 1002 - LUXEMBURGO - 30380-550 - BELO HORIZONTE - MG;LUXEMBURGO;2003;3314,12;160,71;160,71;P4;0,015445;AP;RESIDENCIAL;600000;18000;ZAR2;09/09/2021
RUA MASCARENHAS DE MORAIS 195 - BLOCO 2 APT 304 - SAO LUIZ - 31270-720 - BELO HORIZONTE - MG;SAO LUIZ;2001;4680;74,75;74,75;P3;0,007575;AP;RESIDENCIAL;290000;8700;ZAP;09/09/2021
RUA CASTELO DE EDIMBURGO 314 - APT 502 - CASTELO - 31330-240 - BELO HORIZONTE - MG;CASTELO;2018;840;161,49;161,49;P4;0,05125;AP;RESIDENCIAL;680000;20400;ZAR2;09/09/2021
RUA DOUTOR ZEFERINO MOTA 263 - SANTA MARIA - 30525-170 - BELO HORIZONTE - MG;SANTA MARIA;1972;383;105,69;211,38;P3;1;CA;RESIDENCIAL;415000;24900;ZAR2;09/09/2021
RUA PROFESSOR MANOEL PENA 61 - APT 104 - SANTA MONICA - 31565-270 - BELO HORIZONTE - MG;SANTA MONICA;2021;720;67,44;67,44;P3;0,082605;AC;NAO RESIDENCIAL;344996,06;10349,88;ZAP;09/09/2021
RUA RIO GRANDE DO NORTE 1138 - APT 1604 - SAVASSI - 30130-135 - BELO HORIZONTE - MG;SAVASSI;2015;1200;151,34;151,34;P5;0,01712;AP;RESIDENCIAL;904254,99;27127,64;ZCBH;09/09/2021
AVE DEPUTADO ULTIMO DE CARVALHO 410 - APT 201 - PLANALTO - 31730-600 - BELO HORIZONTE - MG;PLANALTO;1980;399;51,3;51,3;P3;0,12247;AP;RESIDENCIAL;160000;4800;ZAR2;09/09/2021
RUA PROFESSORA BARTIRA MOURAO 310 - APT 402 - BURITIS - 30492-025 - BELO HORIZONTE - MG;BURITIS;1990;900;251,58;251,58;P4;0,1;AP;RESIDENCIAL;539999,32;16199,97;ZAR2;09/09/2021
RUA DA PATAGONIA 404 - APT 2002 - SION - 30320-135 - BELO HORIZONTE - MG;SION;2021;2675,41;313,48;313,48;P4;0,03302;AP;RESIDENCIAL;2902999,64;87089,98;ZA;09/09/2021
RUA HERCULANO DE FREITAS 905 - APT 1101 - GUTIERREZ - 30441-039 - BELO HORIZONTE - MG;GUTIERREZ;2018;3139;407,89;407,89;P5;0,029806;AP;RESIDENCIAL;3019830;90594,9;ZA;09/09/2021
AVE DO CONTORNO 5770 - APT 903 - SAVASSI - 30110-036 - BELO HORIZONTE - MG;SAVASSI;2020;565,65;66,54;66,54;P3;0,022654;AP;RESIDENCIAL;296103;8883,09;ZCBH;09/09/2021
RUA TUIUTI 1140 - APT 203 - PADRE EUSTAQUIO - 30720-440 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2015;1000;140,32;140,32;P4;0,038838;AP;RESIDENCIAL;560000;16800;ZA;09/09/2021
RUA PAULO PIEDADE CAMPOS 355 - BLOCO C APT 304 - ESTORIL - 30494-225 - BELO HORIZONTE - MG;ESTORIL;1992;1323,84;146,64;146,64;P3;0,066074;AP;RESIDENCIAL;395000;11850;ZAR2;09/09/2021
RUA CAMILO DE BRITO 404 - PADRE EUSTAQUIO - 30730-540 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1954;360;224,14;448,28;P3;1;CA;RESIDENCIAL;516500,78;61980,08;ZA;09/09/2021
RUA MINISTRO OROZIMBO NONATO 530 - APT 201 - DONA CLARA - 31260-230 - BELO HORIZONTE - MG;DONA CLARA;1993;396;148,92;148,92;P3;0,25;AP;RESIDENCIAL;404228,45;12126,85;ZAP;09/09/2021
RUA DO URUGUAI 940 - APT 302 - SION - 30310-300 - BELO HORIZONTE - MG;SION;1979;840;269;269;P4;0,0607;AP;RESIDENCIAL;913255;27397,65;ZA;09/09/2021
RUA HUMAITA 989 - GARAGE 1 - PADRE EUSTAQUIO - 30720-410 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1983;500;13;13;P3;0,005;VR;RESIDENCIAL;40000;1200;ZA;09/09/2021
RUA MUZAMBINHO 355 - APT 201 - CRUZEIRO - 30310-280 - BELO HORIZONTE - MG;CRUZEIRO;1971;1176;180;180;P2;0,0625;AP;RESIDENCIAL;900000;27000;ZA;09/09/2021
RUA JOAO FERREIRA DA SILVA 2200 - APT 401 BLOCO TORRE A - MARIA HELENA - 31680-050 - BELO HORIZONTE - MG;MARIA HELENA;2017;2112,39;43,74;43,74;P3;0,0212;AP;RESIDENCIAL;190893,34;5726,8;ZAP;09/09/2021
